transition_date,transition_hour,number_of_passenger,station_poi_desc_cd
2024-09-01,7,48,YENIKAPI GUNEY
2024-09-01,7,2,SANAYI MAH. GUNEY
2024-09-01,7,8,OSMANBEY 2 GUNEY
2024-09-01,7,128,TAKSIM GUNEY
2024-09-01,7,22,ITU GUNEY
2024-09-01,7,1,SANAYI MAH. GUNEY
2024-09-01,7,40,YENIKAPI KUZEY
2024-09-01,7,8,4 LEVENT 2 GUNEY
2024-09-01,7,1,YENIKAPI KUZEY
2024-09-01,7,6,LEVENT GUNEY
2024-09-01,7,6,SISLI GUNEY
2024-09-01,7,2,HALIC GUNEY
2024-09-01,7,3,GAYRETTEPE
2024-09-01,7,2,HALIC KUZEY
2024-09-01,7,10,LEVENT 2 KUZEY
2024-09-01,7,1,HALIC GUNEY
2024-09-01,7,24,4 LEVENT KUZEY
2024-09-01,7,2,4 LEVENT 2 GUNEY
2024-09-01,7,29,SISHANE GUNEY
2024-09-01,7,16,SANAYI MAH. GUNEY
2024-09-01,7,8,VEZNECILER KUZEY
2024-09-01,7,3,LEVENT 2 KUZEY
2024-09-01,7,6,SEYRANTEPE 3 STAD GIRISI
2024-09-01,7,7,SISHANE KUZEY
2024-09-01,7,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,7,42,YENIKAPI GUNEY
2024-09-01,7,7,SISHANE GUNEY
2024-09-01,7,2,HALIC GUNEY
2024-09-01,7,1,SISLI 2 KUZEY
2024-09-01,7,9,YENIKAPI KUZEY
2024-09-01,7,3,SISHANE GUNEY
2024-09-01,7,47,GAYRETTEPE
2024-09-01,7,2,VEZNECILER KUZEY
2024-09-01,7,86,YENIKAPI KUZEY
2024-09-01,7,1,GAYRETTEPE
2024-09-01,7,6,SANAYI MAH. KUZEY
2024-09-01,7,2,DARUSSAFAKA
2024-09-01,7,15,SISHANE KUZEY
2024-09-01,7,2,ITU KUZEY
2024-09-01,7,2,HACIOSMAN
2024-09-01,7,8,VEZNECILER GUNEY
2024-09-01,7,77,YENIKAPI GUNEY
2024-09-01,7,14,YENIKAPI GUNEY
2024-09-01,7,27,HACIOSMAN
2024-09-01,7,1,ATATURK OTO SANAYI KUZEY
2024-09-01,7,11,HALIC GUNEY
2024-09-01,7,1,DARUSSAFAKA
2024-09-01,7,1,GAYRETTEPE
2024-09-01,7,23,SISLI 2 KUZEY
2024-09-01,7,1,TAKSIM GUNEY
2024-09-01,7,3,SISLI GUNEY
2024-09-01,7,6,DARUSSAFAKA
2024-09-01,7,15,4 LEVENT 2 GUNEY
2024-09-01,7,6,ITU KUZEY
2024-09-01,7,1,SISLI 2 KUZEY
2024-09-01,7,1,SISLI 2 KUZEY
2024-09-01,7,2,HALIC KUZEY
2024-09-01,7,1,4 LEVENT 2 GUNEY
2024-09-01,7,1,SISLI GUNEY
2024-09-01,7,6,HACIOSMAN
2024-09-01,7,1,YENIKAPI GUNEY
2024-09-01,7,16,TAKSIM GUNEY
2024-09-01,7,1,SISLI 2 KUZEY
2024-09-01,7,99,SISLI 2 KUZEY
2024-09-01,7,6,GAYRETTEPE
2024-09-01,7,6,DARUSSAFAKA
2024-09-01,7,2,ATATURK OTO SANAYI KUZEY
2024-09-01,7,1,TAKSIM GUNEY
2024-09-01,7,115,SISLI 2 KUZEY
2024-09-01,7,47,LEVENT GUNEY
2024-09-01,7,2,SEYRANTEPE 3 STAD GIRISI
2024-09-01,7,35,GAYRETTEPE
2024-09-01,7,4,SISLI 2 KUZEY
2024-09-01,7,1,GAYRETTEPE
2024-09-01,7,2,SEYRANTEPE 1 BATI
2024-09-01,7,1,ITU GUNEY
2024-09-01,7,1,ITU GUNEY
2024-09-01,7,4,HALIC GUNEY
2024-09-01,7,1,SANAYI MAH. KUZEY
2024-09-01,7,1,YENIKAPI KUZEY
2024-09-01,7,1,YENIKAPI KUZEY
2024-09-01,7,2,SEYRANTEPE 2 DOGU
2024-09-01,7,6,ITU GUNEY
2024-09-01,7,1,YENIKAPI KUZEY
2024-09-01,7,1,OSMANBEY KUZEY
2024-09-01,7,1,SISHANE KUZEY
2024-09-01,7,36,TAKSIM GUNEY
2024-09-01,7,1,YENIKAPI GUNEY
2024-09-01,7,5,ATATURK OTO SANAYI GUNEY
2024-09-01,7,1,LEVENT GUNEY
2024-09-01,7,1,SISLI 2 KUZEY
2024-09-01,7,127,SISLI 2 KUZEY
2024-09-01,7,1,4 LEVENT KUZEY
2024-09-01,7,13,SISHANE GUNEY
2024-09-01,7,36,HACIOSMAN
2024-09-01,7,9,4 LEVENT KUZEY
2024-09-01,8,1,TAKSIM GUNEY
2024-09-01,8,1,SISLI 2 KUZEY
2024-09-01,8,18,4 LEVENT 2 GUNEY
2024-09-01,8,8,ITU GUNEY
2024-09-01,8,102,YENIKAPI KUZEY
2024-09-01,8,5,SISHANE GUNEY
2024-09-01,8,2,VEZNECILER KUZEY
2024-09-01,8,17,HALIC GUNEY
2024-09-01,8,1,SISLI 2 KUZEY
2024-09-01,8,1,SISHANE GUNEY
2024-09-01,8,1,SANAYI MAH. KUZEY
2024-09-01,8,84,YENIKAPI KUZEY
2024-09-01,8,10,SISHANE GUNEY
2024-09-01,8,6,4 LEVENT 2 GUNEY
2024-09-01,8,1,GAYRETTEPE
2024-09-01,8,53,GAYRETTEPE
2024-09-01,8,3,OSMANBEY KUZEY
2024-09-01,8,1,OSMANBEY 2 GUNEY
2024-09-01,8,1,HACIOSMAN
2024-09-01,8,30,SISLI 2 KUZEY
2024-09-01,8,2,ATATURK OTO SANAYI KUZEY
2024-09-01,8,5,ITU GUNEY
2024-09-01,8,18,TAKSIM GUNEY
2024-09-01,8,4,HACIOSMAN
2024-09-01,8,6,GAYRETTEPE
2024-09-01,8,1,OSMANBEY 2 GUNEY
2024-09-01,8,45,HACIOSMAN
2024-09-01,8,1,SEYRANTEPE 2 DOGU
2024-09-01,8,21,LEVENT GUNEY
2024-09-01,8,25,SISHANE KUZEY
2024-09-01,8,1,LEVENT 2 KUZEY
2024-09-01,8,1,YENIKAPI KUZEY
2024-09-01,8,43,GAYRETTEPE
2024-09-01,8,1,HALIC GUNEY
2024-09-01,8,1,ATATURK OTO SANAYI GUNEY
2024-09-01,8,3,SANAYI MAH. KUZEY
2024-09-01,8,1,LEVENT GUNEY
2024-09-01,8,22,TAKSIM GUNEY
2024-09-01,8,2,ATATURK OTO SANAYI KUZEY
2024-09-01,8,1,TAKSIM GUNEY
2024-09-01,8,1,SANAYI MAH. KUZEY
2024-09-01,8,58,YENIKAPI GUNEY
2024-09-01,8,8,HALIC GUNEY
2024-09-01,8,2,YENIKAPI GUNEY
2024-09-01,8,31,LEVENT GUNEY
2024-09-01,8,8,DARUSSAFAKA
2024-09-01,8,3,SISHANE KUZEY
2024-09-01,8,1,SANAYI MAH. GUNEY
2024-09-01,8,3,SISHANE GUNEY
2024-09-01,8,6,SISLI GUNEY
2024-09-01,8,81,YENIKAPI GUNEY
2024-09-01,8,3,YENIKAPI KUZEY
2024-09-01,8,1,SISHANE KUZEY
2024-09-01,8,42,HACIOSMAN
2024-09-01,8,12,SISLI 2 KUZEY
2024-09-01,8,2,HALIC GUNEY
2024-09-01,8,29,VEZNECILER GUNEY
2024-09-01,8,1,ATATURK OTO SANAYI GUNEY
2024-09-01,8,1,SISLI 2 KUZEY
2024-09-01,8,1,VEZNECILER KUZEY
2024-09-01,8,37,LEVENT GUNEY
2024-09-01,8,18,YENIKAPI KUZEY
2024-09-01,8,1,4 LEVENT KUZEY
2024-09-01,8,66,YENIKAPI KUZEY
2024-09-01,8,11,SISLI GUNEY
2024-09-01,8,2,SANAYI MAH. KUZEY
2024-09-01,8,62,YENIKAPI GUNEY
2024-09-01,8,2,SISLI GUNEY
2024-09-01,8,3,LEVENT 2 KUZEY
2024-09-01,8,34,SISLI GUNEY
2024-09-01,8,1,LEVENT 2 KUZEY
2024-09-01,8,28,HACIOSMAN
2024-09-01,8,3,SISLI 2 KUZEY
2024-09-01,8,3,4 LEVENT KUZEY
2024-09-01,8,4,ITU KUZEY
2024-09-01,8,44,LEVENT 2 KUZEY
2024-09-01,8,9,GAYRETTEPE
2024-09-01,8,3,GAYRETTEPE
2024-09-01,8,10,HACIOSMAN
2024-09-01,8,4,4 LEVENT 2 GUNEY
2024-09-01,8,1,YENIKAPI KUZEY
2024-09-01,8,6,SANAYI MAH. KUZEY
2024-09-01,8,18,ITU KUZEY
2024-09-01,8,38,SISHANE GUNEY
2024-09-01,8,1,TAKSIM GUNEY
2024-09-01,8,2,YENIKAPI GUNEY
2024-09-01,8,1,HALIC GUNEY
2024-09-01,8,13,SEYRANTEPE 1 BATI
2024-09-01,8,3,GAYRETTEPE
2024-09-01,8,2,VEZNECILER KUZEY
2024-09-01,8,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,8,1,LEVENT 2 KUZEY
2024-09-01,8,5,SANAYI MAH. GUNEY
2024-09-01,8,4,SEYRANTEPE 1 BATI
2024-09-01,8,100,SISLI 2 KUZEY
2024-09-01,8,2,ATATURK OTO SANAYI KUZEY
2024-09-01,8,115,SISLI 2 KUZEY
2024-09-01,8,23,OSMANBEY 2 GUNEY
2024-09-01,8,4,DARUSSAFAKA
2024-09-01,8,1,LEVENT 2 KUZEY
2024-09-01,8,14,4 LEVENT KUZEY
2024-09-01,8,5,OSMANBEY KUZEY
2024-09-01,8,2,YENIKAPI KUZEY
2024-09-01,8,1,LEVENT GUNEY
2024-09-01,8,90,OSMANBEY 2 GUNEY
2024-09-01,8,6,SEYRANTEPE 3 STAD GIRISI
2024-09-01,8,2,HACIOSMAN
2024-09-01,8,4,SANAYI MAH. KUZEY
2024-09-01,8,5,ATATURK OTO SANAYI GUNEY
2024-09-01,8,3,YENIKAPI GUNEY
2024-09-01,8,5,LEVENT GUNEY
2024-09-01,8,6,SISHANE GUNEY
2024-09-01,8,17,DARUSSAFAKA
2024-09-01,8,12,LEVENT 2 KUZEY
2024-09-01,8,117,SISLI 2 KUZEY
2024-09-01,8,1,4 LEVENT 2 GUNEY
2024-09-01,8,34,OSMANBEY KUZEY
2024-09-01,8,8,LEVENT GUNEY
2024-09-01,8,8,VEZNECILER GUNEY
2024-09-01,8,71,4 LEVENT KUZEY
2024-09-01,8,17,SANAYI MAH. GUNEY
2024-09-01,8,4,SISLI GUNEY
2024-09-01,8,2,SEYRANTEPE 2 DOGU
2024-09-01,8,10,SEYRANTEPE 3 STAD GIRISI
2024-09-01,8,2,4 LEVENT KUZEY
2024-09-01,8,123,TAKSIM GUNEY
2024-09-01,8,1,GAYRETTEPE
2024-09-01,8,1,SANAYI MAH. GUNEY
2024-09-01,8,21,YENIKAPI GUNEY
2024-09-01,8,20,SISHANE GUNEY
2024-09-01,8,1,OSMANBEY 2 GUNEY
2024-09-01,8,28,ITU GUNEY
2024-09-01,8,11,ITU GUNEY
2024-09-01,8,2,TAKSIM GUNEY
2024-09-01,8,2,TAKSIM GUNEY
2024-09-01,8,50,GAYRETTEPE
2024-09-01,8,1,VEZNECILER KUZEY
2024-09-01,8,1,SISLI 2 KUZEY
2024-09-01,8,20,4 LEVENT KUZEY
2024-09-01,8,1,VEZNECILER GUNEY
2024-09-01,8,3,SISLI GUNEY
2024-09-01,8,1,YENIKAPI GUNEY
2024-09-01,8,3,HALIC KUZEY
2024-09-01,8,2,SISLI 2 KUZEY
2024-09-01,8,8,OSMANBEY 2 GUNEY
2024-09-01,8,1,HACIOSMAN
2024-09-01,8,1,TAKSIM GUNEY
2024-09-01,8,3,GAYRETTEPE
2024-09-01,8,2,HALIC GUNEY
2024-09-01,8,62,4 LEVENT 2 GUNEY
2024-09-01,8,8,VEZNECILER GUNEY
2024-09-01,8,3,SEYRANTEPE 1 BATI
2024-09-01,8,3,VEZNECILER GUNEY
2024-09-01,8,3,4 LEVENT KUZEY
2024-09-01,8,7,4 LEVENT KUZEY
2024-09-01,8,5,HALIC GUNEY
2024-09-01,8,10,VEZNECILER KUZEY
2024-09-01,8,4,SISHANE KUZEY
2024-09-01,8,2,ITU KUZEY
2024-09-01,8,10,SEYRANTEPE 2 DOGU
2024-09-01,8,12,4 LEVENT 2 GUNEY
2024-09-01,8,8,OSMANBEY 2 GUNEY
2024-09-01,9,5,SISHANE GUNEY
2024-09-01,9,103,4 LEVENT KUZEY
2024-09-01,9,3,VEZNECILER KUZEY
2024-09-01,9,69,YENIKAPI GUNEY
2024-09-01,9,19,ITU GUNEY
2024-09-01,9,77,YENIKAPI GUNEY
2024-09-01,9,3,SANAYI MAH. GUNEY
2024-09-01,9,1,ITU KUZEY
2024-09-01,9,1,OSMANBEY KUZEY
2024-09-01,9,1,VEZNECILER KUZEY
2024-09-01,9,5,ITU GUNEY
2024-09-01,9,33,HALIC GUNEY
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,146,SISLI 2 KUZEY
2024-09-01,9,6,4 LEVENT 2 GUNEY
2024-09-01,9,11,HALIC KUZEY
2024-09-01,9,1,DARUSSAFAKA
2024-09-01,9,2,HALIC KUZEY
2024-09-01,9,14,4 LEVENT KUZEY
2024-09-01,9,10,OSMANBEY 2 GUNEY
2024-09-01,9,2,SISLI GUNEY
2024-09-01,9,119,OSMANBEY 2 GUNEY
2024-09-01,9,8,ITU KUZEY
2024-09-01,9,1,SISHANE KUZEY
2024-09-01,9,2,SISLI 2 KUZEY
2024-09-01,9,4,TAKSIM GUNEY
2024-09-01,9,3,DARUSSAFAKA
2024-09-01,9,3,SANAYI MAH. KUZEY
2024-09-01,9,21,SANAYI MAH. GUNEY
2024-09-01,9,7,OSMANBEY KUZEY
2024-09-01,9,4,OSMANBEY KUZEY
2024-09-01,9,51,4 LEVENT 2 GUNEY
2024-09-01,9,4,ATATURK OTO SANAYI KUZEY
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,12,SANAYI MAH. KUZEY
2024-09-01,9,2,SISHANE GUNEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,6,GAYRETTEPE
2024-09-01,9,107,YENIKAPI KUZEY
2024-09-01,9,6,TAKSIM GUNEY
2024-09-01,9,20,TAKSIM GUNEY
2024-09-01,9,3,GAYRETTEPE
2024-09-01,9,57,OSMANBEY KUZEY
2024-09-01,9,3,VEZNECILER KUZEY
2024-09-01,9,60,GAYRETTEPE
2024-09-01,9,1,SISLI 2 KUZEY
2024-09-01,9,17,4 LEVENT KUZEY
2024-09-01,9,1,ATATURK OTO SANAYI KUZEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,3,TAKSIM GUNEY
2024-09-01,9,5,TAKSIM GUNEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,1,TAKSIM GUNEY
2024-09-01,9,1,ATATURK OTO SANAYI GUNEY
2024-09-01,9,13,DARUSSAFAKA
2024-09-01,9,143,SISLI 2 KUZEY
2024-09-01,9,1,OSMANBEY 2 GUNEY
2024-09-01,9,12,4 LEVENT KUZEY
2024-09-01,9,1,SISLI 2 KUZEY
2024-09-01,9,9,SEYRANTEPE 2 DOGU
2024-09-01,9,54,HACIOSMAN
2024-09-01,9,1,DARUSSAFAKA
2024-09-01,9,6,ITU GUNEY
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,1,SISLI 2 KUZEY
2024-09-01,9,1,OSMANBEY 2 GUNEY
2024-09-01,9,2,HALIC GUNEY
2024-09-01,9,7,4 LEVENT 2 GUNEY
2024-09-01,9,3,SISLI GUNEY
2024-09-01,9,1,GAYRETTEPE
2024-09-01,9,1,HALIC GUNEY
2024-09-01,9,19,YENIKAPI KUZEY
2024-09-01,9,60,LEVENT 2 KUZEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,5,SISHANE KUZEY
2024-09-01,9,11,VEZNECILER GUNEY
2024-09-01,9,1,VEZNECILER GUNEY
2024-09-01,9,1,4 LEVENT KUZEY
2024-09-01,9,1,SISLI 2 KUZEY
2024-09-01,9,2,ATATURK OTO SANAYI GUNEY
2024-09-01,9,21,VEZNECILER KUZEY
2024-09-01,9,9,SISLI GUNEY
2024-09-01,9,22,SISLI 2 KUZEY
2024-09-01,9,9,LEVENT 2 KUZEY
2024-09-01,9,5,HALIC GUNEY
2024-09-01,9,1,SEYRANTEPE 1 BATI
2024-09-01,9,1,OSMANBEY KUZEY
2024-09-01,9,1,VEZNECILER GUNEY
2024-09-01,9,4,OSMANBEY KUZEY
2024-09-01,9,2,LEVENT GUNEY
2024-09-01,9,2,HACIOSMAN
2024-09-01,9,2,SISHANE KUZEY
2024-09-01,9,22,YENIKAPI GUNEY
2024-09-01,9,2,VEZNECILER GUNEY
2024-09-01,9,133,SISLI 2 KUZEY
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,6,ATATURK OTO SANAYI GUNEY
2024-09-01,9,2,YENIKAPI KUZEY
2024-09-01,9,14,OSMANBEY 2 GUNEY
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,14,TAKSIM GUNEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,1,ATATURK OTO SANAYI KUZEY
2024-09-01,9,2,GAYRETTEPE
2024-09-01,9,2,GAYRETTEPE
2024-09-01,9,12,HALIC GUNEY
2024-09-01,9,8,LEVENT 2 KUZEY
2024-09-01,9,1,LEVENT GUNEY
2024-09-01,9,1,SISLI GUNEY
2024-09-01,9,7,SANAYI MAH. KUZEY
2024-09-01,9,1,4 LEVENT KUZEY
2024-09-01,9,33,LEVENT GUNEY
2024-09-01,9,7,VEZNECILER GUNEY
2024-09-01,9,48,LEVENT GUNEY
2024-09-01,9,7,SISHANE GUNEY
2024-09-01,9,1,4 LEVENT KUZEY
2024-09-01,9,2,LEVENT 2 KUZEY
2024-09-01,9,20,HACIOSMAN
2024-09-01,9,183,TAKSIM GUNEY
2024-09-01,9,44,GAYRETTEPE
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,33,LEVENT GUNEY
2024-09-01,9,4,LEVENT GUNEY
2024-09-01,9,7,SANAYI MAH. GUNEY
2024-09-01,9,2,SEYRANTEPE 1 BATI
2024-09-01,9,5,SISLI GUNEY
2024-09-01,9,81,YENIKAPI GUNEY
2024-09-01,9,6,4 LEVENT KUZEY
2024-09-01,9,1,TAKSIM GUNEY
2024-09-01,9,52,SISLI GUNEY
2024-09-01,9,125,YENIKAPI KUZEY
2024-09-01,9,49,SISHANE GUNEY
2024-09-01,9,43,SISHANE KUZEY
2024-09-01,9,39,HACIOSMAN
2024-09-01,9,2,SISLI 2 KUZEY
2024-09-01,9,5,4 LEVENT 2 GUNEY
2024-09-01,9,1,GAYRETTEPE
2024-09-01,9,2,SISLI 2 KUZEY
2024-09-01,9,1,VEZNECILER GUNEY
2024-09-01,9,2,HALIC KUZEY
2024-09-01,9,1,HACIOSMAN
2024-09-01,9,1,YENIKAPI KUZEY
2024-09-01,9,1,ITU GUNEY
2024-09-01,9,49,VEZNECILER GUNEY
2024-09-01,9,1,OSMANBEY KUZEY
2024-09-01,9,7,SISHANE GUNEY
2024-09-01,9,1,ATATURK OTO SANAYI KUZEY
2024-09-01,9,2,HACIOSMAN
2024-09-01,9,3,SEYRANTEPE 1 BATI
2024-09-01,9,1,GAYRETTEPE
2024-09-01,9,2,ITU KUZEY
2024-09-01,9,2,LEVENT GUNEY
2024-09-01,9,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,9,7,SISLI 2 KUZEY
2024-09-01,9,3,HACIOSMAN
2024-09-01,9,56,YENIKAPI KUZEY
2024-09-01,9,1,DARUSSAFAKA
2024-09-01,9,1,YENIKAPI GUNEY
2024-09-01,9,26,SEYRANTEPE 1 BATI
2024-09-01,9,1,OSMANBEY 2 GUNEY
2024-09-01,9,1,TAKSIM GUNEY
2024-09-01,9,39,GAYRETTEPE
2024-09-01,9,13,OSMANBEY 2 GUNEY
2024-09-01,9,4,SEYRANTEPE 2 DOGU
2024-09-01,9,2,4 LEVENT 2 GUNEY
2024-09-01,10,2,SISLI 2 KUZEY
2024-09-01,10,38,YENIKAPI GUNEY
2024-09-01,10,1,LEVENT GUNEY
2024-09-01,10,2,OSMANBEY 2 GUNEY
2024-09-01,10,11,SISLI GUNEY
2024-09-01,10,5,SANAYI MAH. GUNEY
2024-09-01,10,2,HALIC KUZEY
2024-09-01,10,84,OSMANBEY KUZEY
2024-09-01,10,67,VEZNECILER GUNEY
2024-09-01,10,87,SISLI 2 KUZEY
2024-09-01,10,1,4 LEVENT 2 GUNEY
2024-09-01,10,1,SANAYI MAH. GUNEY
2024-09-01,10,1,LEVENT GUNEY
2024-09-01,10,1,TAKSIM GUNEY
2024-09-01,10,1,GAYRETTEPE
2024-09-01,10,1,OSMANBEY 2 GUNEY
2024-09-01,10,1,VEZNECILER GUNEY
2024-09-01,10,12,4 LEVENT KUZEY
2024-09-01,10,1,LEVENT 2 KUZEY
2024-09-01,10,8,LEVENT 2 KUZEY
2024-09-01,10,3,SISHANE GUNEY
2024-09-01,10,4,SANAYI MAH. KUZEY
2024-09-01,10,1,SEYRANTEPE 3 STAD GIRISI
2024-09-01,10,1,TAKSIM GUNEY
2024-09-01,10,20,HACIOSMAN
2024-09-01,10,1,GAYRETTEPE
2024-09-01,10,1,SISLI 2 KUZEY
2024-09-01,10,17,4 LEVENT KUZEY
2024-09-01,10,21,DARUSSAFAKA
2024-09-01,10,1,HALIC GUNEY
2024-09-01,10,1,HACIOSMAN
2024-09-01,10,8,OSMANBEY 2 GUNEY
2024-09-01,10,1,ITU KUZEY
2024-09-01,10,55,LEVENT 2 KUZEY
2024-09-01,10,110,YENIKAPI GUNEY
2024-09-01,10,45,HACIOSMAN
2024-09-01,10,8,GAYRETTEPE
2024-09-01,10,51,YENIKAPI KUZEY
2024-09-01,10,1,DARUSSAFAKA
2024-09-01,10,3,SISHANE GUNEY
2024-09-01,10,30,LEVENT GUNEY
2024-09-01,10,8,SISLI GUNEY
2024-09-01,10,45,HALIC GUNEY
2024-09-01,10,4,ITU GUNEY
2024-09-01,10,12,4 LEVENT KUZEY
2024-09-01,10,3,LEVENT GUNEY
2024-09-01,10,11,HALIC KUZEY
2024-09-01,10,35,GAYRETTEPE
2024-09-01,10,1,VEZNECILER GUNEY
2024-09-01,10,3,OSMANBEY KUZEY
2024-09-01,10,2,4 LEVENT KUZEY
2024-09-01,10,58,GAYRETTEPE
2024-09-01,10,17,YENIKAPI GUNEY
2024-09-01,10,4,SISLI GUNEY
2024-09-01,10,14,YENIKAPI KUZEY
2024-09-01,10,1,VEZNECILER KUZEY
2024-09-01,10,1,VEZNECILER GUNEY
2024-09-01,10,1,4 LEVENT 2 GUNEY
2024-09-01,10,3,YENIKAPI KUZEY
2024-09-01,10,1,SISHANE GUNEY
2024-09-01,10,7,VEZNECILER GUNEY
2024-09-01,10,1,4 LEVENT KUZEY
2024-09-01,10,117,SISLI 2 KUZEY
2024-09-01,10,1,ITU GUNEY
2024-09-01,10,3,LEVENT 2 KUZEY
2024-09-01,10,30,LEVENT GUNEY
2024-09-01,10,5,ITU GUNEY
2024-09-01,10,1,GAYRETTEPE
2024-09-01,10,2,SANAYI MAH. KUZEY
2024-09-01,10,2,SANAYI MAH. GUNEY
2024-09-01,10,2,SISLI 2 KUZEY
2024-09-01,10,5,OSMANBEY KUZEY
2024-09-01,10,19,SANAYI MAH. GUNEY
2024-09-01,10,1,SISLI GUNEY
2024-09-01,10,2,SISHANE KUZEY
2024-09-01,10,42,LEVENT GUNEY
2024-09-01,10,1,YENIKAPI KUZEY
2024-09-01,10,1,SISLI 2 KUZEY
2024-09-01,10,1,LEVENT GUNEY
2024-09-01,10,159,YENIKAPI KUZEY
2024-09-01,10,1,YENIKAPI KUZEY
2024-09-01,10,1,YENIKAPI GUNEY
2024-09-01,10,5,OSMANBEY KUZEY
2024-09-01,10,1,HALIC GUNEY
2024-09-01,10,1,OSMANBEY KUZEY
2024-09-01,10,1,4 LEVENT 2 GUNEY
2024-09-01,10,30,VEZNECILER KUZEY
2024-09-01,10,1,SISLI 2 KUZEY
2024-09-01,10,302,TAKSIM GUNEY
2024-09-01,10,2,OSMANBEY 2 GUNEY
2024-09-01,10,1,YENIKAPI KUZEY
2024-09-01,10,1,ITU GUNEY
2024-09-01,10,8,TAKSIM GUNEY
2024-09-01,10,1,SEYRANTEPE 2 DOGU
2024-09-01,10,2,SISHANE KUZEY
2024-09-01,10,8,4 LEVENT 2 GUNEY
2024-09-01,10,106,OSMANBEY 2 GUNEY
2024-09-01,10,1,DARUSSAFAKA
2024-09-01,10,6,SEYRANTEPE 2 DOGU
2024-09-01,10,6,VEZNECILER KUZEY
2024-09-01,10,20,TAKSIM GUNEY
2024-09-01,10,55,HACIOSMAN
2024-09-01,10,1,HACIOSMAN
2024-09-01,10,3,ITU GUNEY
2024-09-01,10,1,SISLI GUNEY
2024-09-01,10,1,YENIKAPI KUZEY
2024-09-01,10,130,SISLI 2 KUZEY
2024-09-01,10,8,YENIKAPI KUZEY
2024-09-01,10,6,SANAYI MAH. KUZEY
2024-09-01,10,1,SISHANE KUZEY
2024-09-01,10,9,OSMANBEY 2 GUNEY
2024-09-01,10,50,4 LEVENT 2 GUNEY
2024-09-01,10,26,ITU GUNEY
2024-09-01,10,113,YENIKAPI GUNEY
2024-09-01,10,1,HACIOSMAN
2024-09-01,10,4,YENIKAPI KUZEY
2024-09-01,10,1,ITU KUZEY
2024-09-01,10,5,HACIOSMAN
2024-09-01,10,4,SISHANE GUNEY
2024-09-01,10,1,HALIC GUNEY
2024-09-01,10,4,VEZNECILER GUNEY
2024-09-01,10,6,HACIOSMAN
2024-09-01,10,5,HALIC GUNEY
2024-09-01,10,12,LEVENT 2 KUZEY
2024-09-01,10,1,OSMANBEY 2 GUNEY
2024-09-01,10,56,SISHANE GUNEY
2024-09-01,10,1,SISHANE KUZEY
2024-09-01,10,1,SEYRANTEPE 2 DOGU
2024-09-01,10,5,OSMANBEY KUZEY
2024-09-01,10,10,SISHANE GUNEY
2024-09-01,10,12,HALIC GUNEY
2024-09-01,10,4,VEZNECILER KUZEY
2024-09-01,10,5,YENIKAPI GUNEY
2024-09-01,10,5,TAKSIM GUNEY
2024-09-01,10,1,4 LEVENT KUZEY
2024-09-01,10,7,VEZNECILER GUNEY
2024-09-01,10,8,SISHANE GUNEY
2024-09-01,10,6,LEVENT 2 KUZEY
2024-09-01,10,2,HALIC GUNEY
2024-09-01,10,1,SEYRANTEPE 1 BATI
2024-09-01,10,7,4 LEVENT 2 GUNEY
2024-09-01,10,2,ATATURK OTO SANAYI GUNEY
2024-09-01,10,2,YENIKAPI GUNEY
2024-09-01,10,3,TAKSIM GUNEY
2024-09-01,10,3,DARUSSAFAKA
2024-09-01,10,8,OSMANBEY 2 GUNEY
2024-09-01,10,5,GAYRETTEPE
2024-09-01,10,62,SISLI GUNEY
2024-09-01,10,1,SISHANE GUNEY
2024-09-01,10,1,DARUSSAFAKA
2024-09-01,10,10,4 LEVENT 2 GUNEY
2024-09-01,10,1,TAKSIM GUNEY
2024-09-01,10,22,SISLI 2 KUZEY
2024-09-01,10,62,GAYRETTEPE
2024-09-01,10,1,TAKSIM GUNEY
2024-09-01,10,1,SISLI 2 KUZEY
2024-09-01,10,4,ATATURK OTO SANAYI KUZEY
2024-09-01,10,1,YENIKAPI GUNEY
2024-09-01,10,1,HALIC KUZEY
2024-09-01,10,3,ITU KUZEY
2024-09-01,10,65,SISHANE KUZEY
2024-09-01,10,3,SISHANE KUZEY
2024-09-01,10,2,4 LEVENT 2 GUNEY
2024-09-01,10,89,4 LEVENT KUZEY
2024-09-01,10,5,SISHANE GUNEY
